Edge type	Query	Target Species	SC	Scores for target Species to SC	Connected SC	Connection score	Scores for SC to target Species
textmining	205437	70370	YHR096C	388	YGR087C	310	413
textmining	205437	75163	YHR096C	388	YNL241C	112	584
textmining	205437	76551	YHR096C	388	YDR477W	358	681
textmining	205437	70253	YHR096C	388	YLR043C	160	115
textmining	205437	3128	YHR096C	388	YPR074C	220	909
textmining	205437	74299	YHR096C	388	YHR205W	112	709
textmining	205437	1741	YHR096C	388	YDR530C	353	133
textmining	205437	74417	YHR096C	388	YLR258W	275	876
textmining	205437	934	YHR096C	388	YKR097W	260	770
textmining	205437	6465	YHR096C	388	YIR037W	171	242
textmining	205437	205437	YHR096C	388	YMR011W	878	388
textmining	205437	3813	YHR096C	388	YBL075C	190	997
textmining	205437	74417	YHR096C	388	YFR015C	96	876
textmining	205437	1792	YHR096C	388	YHR183W	358	745
textmining	205437	5547	YHR096C	388	YMR110C	73	295
textmining	205437	72701	YHR096C	388	YNR016C	228	2902
textmining	205437	3740	YHR096C	388	YLR070C	610	349
textmining	205437	72797	YHR096C	388	YLR070C	610	349
textmining	205437	71088	YHR096C	388	YER145C	80	300
textmining	205437	27831	YHR096C	388	YER145C	80	300
textmining	205437	6683	YHR096C	388	YER145C	80	300
textmining	205437	246003	YHR096C	388	YIL125W	260	1401
textmining	205437	54828	YHR096C	388	YML008C	194	460
textmining	205437	98006	YHR096C	388	YOL032W	90	104
textmining	205437	74862	YHR096C	388	YDR453C	178	212
textmining	205437	3208	YHR096C	388	YMR322C	60	220
textmining	205437	60710	YHR096C	388	YGR244C	81	445
textmining	205437	67652	YHR096C	388	YMR271C	71	213
textmining	205437	72571	YHR096C	388	YLR304C	120	1207
textmining	205437	67652	YHR096C	388	YML106W	95	213
textmining	205437	3625	YHR096C	388	YBR298C	377	429
textmining	205437	154956	YHR096C	388	YBR298C	377	429
textmining	205437	89060	YHR096C	388	YBR298C	377	429
textmining	205437	76198	YHR096C	388	YBR298C	377	429
textmining	205437	31096	YHR096C	388	YBR298C	377	429
textmining	205437	82322	YHR096C	388	YBR298C	377	429
textmining	205437	73112	YHR096C	388	YBR298C	377	429
textmining	205437	58942	YHR096C	388	YGR213C	220	149
textmining	205437	29383	YHR096C	388	YGR213C	220	149
textmining	205437	338235	YHR096C	388	YGR213C	220	149
textmining	205437	104169	YHR096C	388	YDR074W	42	690
textmining	205437	50624	YHR096C	388	YLR300W	191	406
textmining	205437	58942	YHR096C	388	YER185W	273	149
textmining	205437	29383	YHR096C	388	YER185W	273	149
textmining	205437	338235	YHR096C	388	YER185W	273	149
textmining	205437	205437	YHR096C	388	YDL245C	682	388
textmining	205437	92627	YHR096C	388	YPR001W	81	454
textmining	205437	1896	YHR096C	388	YGR043C	445	404
textmining	205437	52551	YHR096C	388	YGR138C	95	637
textmining	205437	4181	YHR096C	388	YNL154C	133	495
textmining	205437	767	YHR096C	388	YER073W	538	613
textmining	205437	291711	YHR096C	388	YER073W	538	613
textmining	205437	314464	YHR096C	388	YER073W	538	613
textmining	205437	3267	YHR096C	388	YJR095W	81	351
textmining	205437	180753	YHR096C	388	YOR226C	55	204
textmining	205437	106361	YHR096C	388	YDL194W	683	457
textmining	205437	4204	YHR096C	388	YDL194W	683	457
textmining	205437	7313	YHR096C	388	YDL194W	683	457
textmining	205437	73058	YHR096C	388	YDL194W	683	457
textmining	205437	184665	YHR096C	388	YDR032C	115	259
textmining	205437	6536	YHR096C	388	YDR032C	115	259
textmining	205437	184749	YHR096C	388	YDR032C	115	259
textmining	205437	83978	YHR096C	388	YDR032C	115	259
textmining	205437	47067	YHR096C	388	YCR005C	93	609
textmining	205437	72342	YHR096C	388	YOR100C	49	279
textmining	205437	3208	YHR096C	388	YOR391C	113	220
textmining	205437	107427	YHR096C	388	YOR327C	93	132
textmining	205437	251549	YHR096C	388	YDL035C	150	170
textmining	205437	2413	YHR096C	388	YHR174W	146	662
textmining	205437	72563	YHR096C	388	YAL062W	74	574
textmining	205437	5571	YHR096C	388	YJR104C	95	230
textmining	205437	133475	YHR096C	388	YER020W	110	363
textmining	205437	28332	YHR096C	388	YDR011W	338	1329
textmining	205437	6120	YHR096C	388	YDR011W	338	1329
textmining	205437	70370	YHR096C	388	YLR044C	113	413
textmining	205437	332345	YHR096C	388	YHL032C	68	385
textmining	205437	135144	YHR096C	388	YML118W	85	263
textmining	205437	101453	YHR096C	388	YFL014W	480	75
textmining	205437	72029	YHR096C	388	YFL037W	89	750
textmining	205437	1064	YHR096C	388	YBR196C	231	844
textmining	205437	205437	YHR096C	388	YHR092C	931	388
textmining	205437	285732	YHR096C	388	YPL028W	107	471
textmining	205437	72323	YHR096C	388	YOR237W	151	346
textmining	205437	68472	YHR096C	388	YJL052W	113	473
textmining	205437	68472	YHR096C	388	YGR192C	111	473
textmining	205437	87872	YHR096C	388	YBR297W	319	154
textmining	205437	102591	YHR096C	388	YCR010C	80	244
textmining	205437	6225	YHR096C	388	YKL182W	161	2406
textmining	205437	76301	YHR096C	388	YOR328W	97	1458
textmining	205437	75567	YHR096C	388	YDL215C	71	755
textmining	205437	3313	YHR096C	388	YFR053C	334	606
textmining	205437	6921	YHR096C	388	YER031C	81	285
textmining	205437	102945	YHR096C	388	YDR093W	105	1441
textmining	205437	4918	YHR096C	388	YOR290C	43	1022
textmining	205437	74616	YHR096C	388	YML001W	66	265
textmining	205437	5342	YHR096C	388	YDL047W	49	510
